,sonnet_index,syllables,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,word_list,sonnet_num,author,polarity,subjectivity
963,966,11,unstress,stress,unstress,stress,stress,unstress,stress,unstress,stress,unstress,missing,missing,"['With', 'all', 'his', 'torments', 'and', 'infernal', 'terror']",70, Michael Drayton    Mic,0.0,0.0
964,967,10,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['What', 'should', 'I', 'say', 'What', 'yet', 'remains', 'to', 'do']",70, Michael Drayton    Mic,0.0,0.0
965,968,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['My', 'brain', 'is', 'dry', 'with', 'weeping', 'all', 'too', 'long']",70, Michael Drayton    Mic,-0.0583333333333,0.5
966,969,10,stress,stress,unstress,stress,unstress,stress,unstress,unstress,stress,stress,missing,missing,"['My', 'sighs', 'be', 'spent', 'in', 'uttering', 'my', 'woe']",70, Michael Drayton    Mic,-0.1,0.1
967,970,11,unstress,stress,stress,stress,missing,missing,missing,stress,stress,stress,missing,missing,"['And', 'I', 'want', 'words', 'wherewith', 'to', 'tell', 'my', 'wrong;']",70, Michael Drayton    Mic,-0.5,0.9
968,971,10,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,unstress,missing,missing,"['But', 'still', 'distracted', 'in', 'Love', 'lunacy']",70, Michael Drayton    Mic,0.5,0.6
969,972,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,stress,stress,missing,missing,"['And', 'bedlam', 'like', 'thus', 'raging', 'in', 'my', 'grief']",70, Michael Drayton    Mic,-0.8,0.2
970,973,10,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Now', 'rail', 'upon', 'her', 'hair', 'then', 'on', 'her', 'eye']",70, Michael Drayton    Mic,0.0,0.0
971,974,10,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Now', 'call', 'her', 'Goddess', 'then', 'I', 'call', 'her', 'thief']",70, Michael Drayton    Mic,0.0,0.0
972,975,11,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,missing,"['Now', 'I', 'deny', 'her', 'then', 'I', 'do', 'confess', 'her']",70, Michael Drayton    Mic,0.0,0.0
973,976,11,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,missing,"['Now', 'do', 'I', 'curse', 'her', 'then', 'again', 'I', 'bless', 'her']",70, Michael Drayton    Mic,0.0,0.0
974,977,10,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,missing,missing,missing,"['My', 'heart', 'the', 'anvil', 'where', 'my', 'thoughts', 'do', 'beat;']",70, Michael Drayton    Mic,0.0,0.0
975,978,12,stress,stress,unstress,stress,unstress,stress,unstress,unstress,stress,missing,missing,missing,"['My', 'words', 'the', 'hammers', 'fashioning', 'my', 'desire;']",70, Michael Drayton    Mic,0.0,0.0
976,979,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,missing,missing,missing,"['My', 'breast', 'the', 'forge', 'including', 'all', 'the', 'heat;']",70, Michael Drayton    Mic,0.0,0.0
977,980,10,stress,stress,unstress,stress,stress,unstress,stress,stress,missing,missing,missing,missing,"['Love', 'is', 'the', 'fuel', 'which', 'maintains', 'the', 'fire;']",71, Michael Drayton    Mic,0.5,0.6
978,981,11,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,missing,missing,"['My', 'sighs', 'the', 'bellows', 'which', 'the', 'flame', 'increaseth']",71,,0.0,0.0
979,982,11,stress,unstress,stress,stress,unstress,stress,unstress,stress,unstress,missing,missing,missing,"['Filling', 'mine', 'ears', 'with', 'noise', 'and', 'nightly', 'groaning;']",71, Michael Drayton    Mic,0.0,0.0
980,983,11,stress,unstress,unstress,stress,stress,stress,unstress,stress,unstress,missing,missing,missing,"['Toiling', 'with', 'pain', 'my', 'labor', 'never', 'ceaseth']",71, Michael Drayton    Mic,0.0,0.0
981,984,11,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,missing,missing,"['In', 'grievous', 'passions', 'my', 'woes', 'still', 'bemoaning;']",71, Michael Drayton    Mic,-0.8,1.0
982,985,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,unstress,missing,missing,"['My', 'eyes', 'with', 'tears', 'against', 'the', 'fire', 'striving']",71, Michael Drayton    Mic,0.0,0.0
983,986,11,stress,stress,unstress,missing,stress,stress,unstress,stress,unstress,missing,missing,missing,"['Whose', 'scorching', 'gleed', 'my', 'heart', 'to', 'cinders', 'turneth']",71, Michael Drayton    Mic,0.0,0.0
984,987,11,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,missing,"['But', 'with', 'these', 'drops', 'the', 'flame', 'again', 'reviving']",71, Michael Drayton    Mic,0.0,0.0
985,988,11,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,missing,missing,"['Still', 'more', 'and', 'more', 'it', 'to', 'my', 'torment', 'turneth']",71, Michael Drayton    Mic,0.5,0.5
986,989,10,unstress,missing,missing,missing,stress,stress,stress,stress,unstress,stress,missing,missing,"['With', 'Sisyphus', 'thus', 'do', 'I', 'roll', 'the', 'stone']",71, Michael Drayton    Mic,0.0,0.0
987,990,8,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,missing,missing,"['And', 'turn', 'the', 'wheel', 'with', 'damned', 'Ixion']",71, Michael Drayton    Mic,0.0,0.0
988,991,11,stress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,missing,"['Why', 'should', 'your', 'fair', 'eyes', 'with', 'such', 'sovereign', 'grace']",71, Michael Drayton    Mic,0.35,0.7
989,992,12,unstress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,missing,"['Disperse', 'their', 'rays', 'on', 'every', 'vulgar', 'spirit']",71, Michael Drayton    Mic,-0.7,0.8
990,993,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Whilst', 'I', 'in', 'darkness', 'in', 'the', 'self', 'same', 'place']",71, Michael Drayton    Mic,0.0,0.125
991,994,11,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,unstress,missing,missing,"['Get', 'not', 'one', 'glance', 'to', 'recompense', 'my', 'merit']",72, Michael Drayton    Mic,0.0,0.0
992,995,10,stress,stress,unstress,stress,unstress,stress,unstress,missing,missing,stress,missing,missing,"['So', 'doth', 'the', 'plowman', 'gaze', 'the', 'wandring', 'star']",72, Michael Drayton    Mic,0.0,0.0
993,996,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['And', 'only', 'rest', 'contented', 'with', 'the', 'light']",72, Michael Drayton    Mic,0.2,0.85
994,997,10,unstress,stress,unstress,stress,stress,unstress,stress,unstress,stress,missing,missing,missing,"['That', 'never', 'learn', 'what', 'constellations', 'are']",72, Michael Drayton    Mic,0.0,0.0
995,998,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Beyond', 'the', 'bent', 'of', 'his', 'unknowing', 'sight']",72, Michael Drayton    Mic,0.0,0.0
996,999,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['O', 'why', 'should', 'Beauty', 'custom', 'to', 'obey']",72, Michael Drayton    Mic,0.0,0.0
997,1000,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['To', 'their', 'gross', 'sense', 'apply', 'herself', 'so', 'ill']",72, Michael Drayton    Mic,-0.25,0.5
998,1001,10,stress,stress,stress,stress,stress,stress,unstress,unstress,stress,stress,missing,missing,"['Would', 'God', 'I', 'were', 'as', 'ignorant', 'as', 'they']",72, Michael Drayton    Mic,0.0,0.0
999,1002,10,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['When', 'I', 'am', 'made', 'unhappy', 'by', 'my', 'skill']",72, Michael Drayton    Mic,-0.6,0.9
1000,1003,10,stress,unstress,missing,missing,stress,stress,stress,stress,unstress,stress,missing,missing,"['Only', 'compell', 'on', 'this', 'poor', 'good', 'to', 'boast']",72, Michael Drayton    Mic,0.1,0.733333333333
1001,1004,10,missing,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Heavns', 'are', 'not', 'kind', 'to', 'them', 'that', 'know', 'them', 'most']",72, Michael Drayton    Mic,0.1,0.7
1002,1005,4,stress,unstress,stress,unstress,missing,missing,missing,missing,missing,missing,missing,missing,"['Cupid', 'Conjured']",72, Michael Drayton    Mic,0.0,0.0
1003,1006,10,stress,missing,missing,stress,stress,stress,stress,stress,stress,stress,missing,missing,"['Thou', 'purblind', 'boy', 'since', 'thou', 'hast', 'been', 'so', 'slack']",72, Michael Drayton    Mic,0.0,0.0
1004,1007,9,unstress,stress,unstress,stress,stress,stress,stress,stress,stress,missing,missing,missing,"['To', 'wound', 'her', 'heart', 'whose', 'eyes', 'have', 'wounded', 'me']",72, Michael Drayton    Mic,0.0,0.0
1005,1008,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['And', 'suffer', 'her', 'to', 'glory', 'in', 'my', 'wrack']",73, Michael Drayton    Mic,0.0,0.0
1006,1009,9,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,missing,missing,missing,"['Thus', 'to', 'my', 'aid', 'I', 'lastly', 'conjure', 'thee']",73, Michael Drayton    Mic,0.0,0.0666666666667
1007,1010,10,stress,stress,unstress,stress,stress,stress,unstress,missing,missing,stress,missing,missing,"['By', 'hellish', 'Styx', 'by', 'which', 'the', 'Thundrer', 'swears']",73, Michael Drayton    Mic,0.0,0.0
1008,1011,10,stress,stress,stress,stress,unstress,missing,missing,missing,stress,unstress,missing,missing,"['By', 'thy', 'fair', 'mother', 'unavoided', 'power']",73, Michael Drayton    Mic,0.7,0.9
1009,1012,10,stress,missing,missing,stress,stress,missing,missing,missing,stress,stress,missing,missing,"['By', 'Hecate', 'names', 'by', 'Proserpine', 'sad', 'tears']",73, Michael Drayton    Mic,-0.5,1.0
1010,1013,11,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,missing,"['When', 'she', 'was', 'rapt', 'to', 'the', 'infernal', 'bower']",73, Michael Drayton    Mic,0.0,0.0
1011,1014,8,stress,stress,stress,stress,stress,stress,unstress,stress,missing,missing,missing,missing,"['By', 'thine', 'own', 'loved', 'Psyche', 'by', 'the', 'fires']",73, Michael Drayton    Mic,0.65,0.9
1012,1015,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,missing,missing,missing,"['Spent', 'on', 'thine', 'alters', 'flaming', 'up', 'to', 'heavn']",73, Michael Drayton    Mic,-0.1,0.1
1013,1016,9,stress,stress,stress,stress,stress,stress,stress,missing,missing,missing,missing,missing,"['By', 'all', 'true', 'lovers', 'sighs', 'vows', 'and', 'desires']",73, Michael Drayton    Mic,0.35,0.65
1014,1017,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,"['By', 'all', 'the', 'wounds', 'that', 'ever', 'thou', 'hast', 'givn']",73, Michael Drayton    Mic,0.0,0.0
1015,1018,9,stress,stress,unstress,stress,stress,stress,unstress,stress,stress,missing,missing,missing,"['I', 'conjure', 'thee', 'by', 'all', 'that', 'I', 'have', 'nam']",73, Michael Drayton    Mic,0.0,0.0
1016,1019,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,"['To', 'make', 'her', 'love', 'or', 'Cupid', 'be', 'thou', 'damnd']",73, Michael Drayton    Mic,0.5,0.6
1017,1020,8,stress,stress,unstress,stress,unstress,missing,missing,stress,missing,missing,missing,missing,"['Plain', 'path', 'Experience', ""th'unlearned"", 'guide']",73, Michael Drayton    Mic,-0.214285714286,0.357142857143
1018,1021,11,unstress,stress,unstress,stress,unstress,unstress,stress,unstress,unstress,unstress,stress,missing,"['Her', 'simple', 'followers', 'evidently', 'shows']",73, Michael Drayton    Mic,0.125,0.303571428571
1019,1022,12,unstress,stress,stress,missing,missing,stress,unstress,stress,unstress,stress,missing,missing,"['Sometimes', 'what', 'Schoolmen', 'scarcely', 'can', 'decide']",74, Michael Drayton    Mic,0.0,0.0
1020,1023,11,stress,stress,stress,stress,unstress,unstress,stress,unstress,stress,missing,missing,missing,"['Nor', 'yet', 'wise', 'Reason', 'absolutely', 'knows']",74, Michael Drayton    Mic,0.45,0.9
1021,1024,10,unstress,stress,unstress,stress,unstress,stress,unstress,missing,missing,stress,missing,missing,"['In', 'making', 'trial', 'of', 'a', 'murther', 'wrought']",74, Michael Drayton    Mic,0.0,0.0
1022,1025,11,unstress,stress,stress,stress,unstress,unstress,stress,stress,unstress,stress,missing,missing,"['If', 'the', 'vile', 'actors', 'of', 'the', 'heinous', 'deed']",74,,0.0,0.0
1023,1026,10,stress,stress,stress,stress,unstress,stress,unstress,unstress,unstress,stress,missing,missing,"['Near', 'the', 'dead', 'body', 'happily', 'be', 'brought']",74, Michael Drayton    Mic,0.233333333333,0.6
1024,1027,11,stress,stress,stress,stress,missing,stress,stress,unstress,stress,stress,stress,missing,"['Oft', 'it', 'hath', 'been', 'prov', 'the', 'breathless', 'corse', 'will', 'bleed']",74, Michael Drayton    Mic,0.0,0.0
1025,1028,10,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,stress,missing,missing,"['She', 'coming', 'near', 'that', 'my', 'poor', 'heart', 'hath', 'slain']",74, Michael Drayton    Mic,-0.15,0.5
1026,1029,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Long', 'since', 'departed', 'to', 'the', 'world', 'no', 'more']",74, Michael Drayton    Mic,-0.15,0.45
1027,1030,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['The', 'ancient', 'wounds', 'no', 'longer', 'can', 'contain']",74, Michael Drayton    Mic,0.0,0.0
1028,1031,10,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['But', 'fall', 'to', 'bleeding', 'as', 'they', 'did', 'before']",74, Michael Drayton    Mic,0.0,0.0
1029,1032,10,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['But', 'what', 'of', 'this', 'Should', 'she', 'to', 'death', 'be', 'led']",74, Michael Drayton    Mic,0.0,0.0
1030,1033,10,unstress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['It', 'furthers', 'justice', 'but', 'helps', 'not', 'the', 'dead']",74, Michael Drayton    Mic,-0.2,0.4
1031,1034,10,stress,stress,unstress,missing,missing,stress,stress,stress,stress,stress,missing,missing,"['When', 'like', 'an', 'eaglet', 'I', 'first', 'found', 'my', 'Love']",74, Michael Drayton    Mic,0.375,0.466666666667
1032,1035,9,unstress,stress,unstress,stress,stress,stress,stress,stress,missing,missing,missing,missing,"['For', 'that', 'the', 'virtue', 'I', 'thereof', 'would', 'know']",74, Michael Drayton    Mic,0.0,0.0
1033,1036,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['Upon', 'the', 'nest', 'I', 'set', 'it', 'forth', 'to', 'prove']",75, Michael Drayton    Mic,0.0,0.0
1034,1037,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,missing,missing,missing,"['If', 'it', 'were', 'of', 'that', 'kingly', 'kind', 'or', 'no;']",75, Michael Drayton    Mic,0.6,0.9
1035,1038,10,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['But', 'it', 'no', 'sooner', 'say', 'my', 'Sun', 'appear']",75, Michael Drayton    Mic,0.0,0.0
1036,1039,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['But', 'on', 'her', 'rays', 'with', 'open', 'eyes', 'it', 'stood']",75, Michael Drayton    Mic,0.0,0.5
1037,1040,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['To', 'show', 'that', 'I', 'had', 'hatch', 'it', 'for', 'the', 'air']",75, Michael Drayton    Mic,0.0,0.0
1038,1041,10,unstress,stress,unstress,stress,unstress,stress,stress,stress,unstress,missing,missing,missing,"['And', 'rightly', 'came', 'from', 'that', 'brave', 'mounting', 'brood;']",75, Michael Drayton    Mic,0.542857142857,0.767857142857
1039,1042,10,unstress,stress,unstress,stress,unstress,missing,unstress,stress,unstress,stress,missing,missing,"['And', 'when', 'the', 'plumes', 'were', 'summ', 'with', 'sweet', 'desire']",75, Michael Drayton    Mic,0.35,0.65
1040,1043,10,unstress,stress,unstress,missing,missing,stress,unstress,stress,unstress,missing,missing,missing,"['To', 'prove', 'the', 'pinions', 'it', 'ascends', 'the', 'skies;']",75, Michael Drayton    Mic,0.0,0.0
1041,1044,11,stress,stress,stress,stress,stress,missing,missing,stress,unstress,stress,missing,missing,"['Do', 'what', 'I', 'could', 'it', 'needsly', 'would', 'aspire']",75, Michael Drayton    Mic,0.0,0.0
1042,1045,10,unstress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['To', 'my', 'Soul', 'Sun', 'those', 'two', 'celestial', 'eyes']",75, Michael Drayton    Mic,0.0,0.0
1043,1046,10,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['Thus', 'from', 'my', 'breast', 'where', 'it', 'was', 'bred', 'alone']",75, Michael Drayton    Mic,0.0,0.0
1044,1047,9,unstress,stress,unstress,stress,unstress,stress,unstress,missing,missing,missing,missing,missing,"['It', 'after', 'thee', 'is', 'like', 'an', 'eaglet', 'flown']",75, Michael Drayton    Mic,0.0,0.0
1045,1048,10,unstress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,missing,"['In', 'former', 'times', 'such', 'as', 'had', 'store', 'of', 'coin']",75, Michael Drayton    Mic,0.0,0.25
1046,1049,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,"['In', 'wars', 'at', 'home', 'or', 'when', 'for', 'conquests', 'bound']",75, Michael Drayton    Mic,0.0,0.0
1047,1050,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['For', 'fear', 'that', 'some', 'their', 'treasure', 'should', 'purloin']",76, Michael Drayton    Mic,0.0,0.0
1048,1051,11,stress,stress,unstress,stress,unstress,stress,unstress,unstress,stress,stress,stress,missing,"['Gave', 'it', 'to', 'keep', 'to', 'spirits', 'within', 'the', 'ground']",76, Michael Drayton    Mic,0.0,0.0
1049,1052,10,unstress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['And', 'to', 'attend', 'it', 'them', 'as', 'strongly', 'tied']",76, Michael Drayton    Mic,0.433333333333,0.733333333333
1050,1053,10,stress,stress,missing,missing,stress,stress,stress,stress,unstress,stress,missing,missing,"['Till', 'they', 'returnd;', 'home', 'when', 'they', 'never', 'came']",76, Michael Drayton    Mic,0.0,0.0
1051,1054,11,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Such', 'as', 'by', 'art', 'to', 'get', 'the', 'same', 'have', 'tried']",76, Michael Drayton    Mic,0.0,0.3125
1052,1055,12,unstress,stress,stress,stress,unstress,stress,stress,stress,stress,stress,missing,missing,"['From', 'the', 'strong', 'Spirit', 'by', 'no', 'means', 'force', 'the', 'same;']",76, Michael Drayton    Mic,0.216666666667,0.429166666667
1053,1056,10,stress,unstress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Nearer', 'men', 'come', 'that', 'further', 'flies', 'away']",76, Michael Drayton    Mic,0.0,0.5
1054,1057,10,stress,unstress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Striving', 'to', 'hold', 'it', 'strongly', 'in', 'the', 'deep']",76, Michael Drayton    Mic,0.216666666667,0.566666666667
1055,1058,11,missing,stress,unstress,stress,unstress,stress,stress,unstress,stress,stress,stress,missing,"['Een', 'as', 'this', 'Spirit', 'so', 'you', 'alone', 'do', 'play']",76, Michael Drayton    Mic,0.0,0.0
1056,1059,10,unstress,stress,stress,stress,unstress,missing,stress,stress,unstress,missing,missing,missing,"['With', 'those', 'rich', 'beauties', 'Heavn', 'gives', 'you', 'to', 'keep;']",76, Michael Drayton    Mic,0.375,0.75
1057,1060,11,stress,unstress,stress,stress,unstress,stress,stress,unstress,unstress,stress,stress,missing,"['Pity', 'so', 'left', 'to', 'the', 'coldness', 'of', 'your', 'blood']",76, Michael Drayton    Mic,-0.05,0.1
1058,1061,11,stress,stress,unstress,stress,stress,stress,stress,stress,stress,unstress,unstress,missing,"['Not', 'to', 'avail', 'you', 'nor', 'do', 'the', 'others', 'good']",76, Michael Drayton    Mic,0.7,0.6
1059,1062,10,stress,unstress,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Muses', 'which', 'sadly', 'sit', 'about', 'my', 'chair']",76, Michael Drayton    Mic,-0.5,1.0
1060,1063,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Drown', 'in', 'the', 'tears', 'extorted', 'by', 'my', 'lines']",76, Michael Drayton    Mic,0.0,0.0
1061,1064,10,unstress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,missing,"['With', 'heavy', 'sighs', 'whilst', 'thus', 'I', 'break', 'the', 'air']",77, Michael Drayton    Mic,-0.2,0.5
1062,1065,10,stress,unstress,stress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Painting', 'my', 'passions', 'in', 'these', 'sad', 'designs']",77, Michael Drayton    Mic,-0.5,1.0
1063,1066,10,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Since', 'she', 'disdains', 'to', 'bless', 'my', 'happy', 'verse']",77, Michael Drayton    Mic,0.8,1.0
1064,1067,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['The', 'strong', 'built', 'trophies', 'to', 'her', 'living', 'fame']",77, Michael Drayton    Mic,0.433333333333,0.733333333333
1065,1068,11,stress,unstress,stress,stress,stress,stress,unstress,unstress,stress,stress,missing,missing,"['Ever', 'henceforth', 'my', 'bosom', 'be', 'your', 'hearse']",77, Michael Drayton    Mic,0.0,0.0
1066,1069,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['Wherein', 'the', 'world', 'shall', 'now', 'entomb', 'her', 'name']",77, Michael Drayton    Mic,0.0,0.0
1067,1070,11,unstress,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Enclose', 'my', 'music', 'you', 'poor', 'senseless', 'walls']",77, Michael Drayton    Mic,-0.4,0.6
1068,1071,10,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,stress,missing,missing,"['Since', 'she', 'is', 'deaf', 'and', 'will', 'not', 'hear', 'my', 'moans']",77, Michael Drayton    Mic,0.0,0.0
1069,1072,11,stress,unstress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Soften', 'yourselves', 'with', 'every', 'tear', 'that', 'falls']",77, Michael Drayton    Mic,0.0,0.0
1070,1073,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Whilst', 'I', 'like', 'Orpheus', 'sing', 'to', 'trees', 'and', 'stones']",77, Michael Drayton    Mic,0.0,0.0
1071,1074,10,stress,stress,stress,missing,stress,stress,unstress,stress,unstress,missing,missing,missing,"['Which', 'with', 'my', 'plaint', 'seem', 'yet', 'with', 'pity', 'movd']",77, Michael Drayton    Mic,-0.1,0.2
1072,1075,10,stress,unstress,unstress,stress,stress,stress,stress,stress,stress,missing,missing,missing,"['Kinder', 'than', 'she', 'whom', 'I', 'so', 'long', 'have', 'lovd']",77, Michael Drayton    Mic,-0.05,0.4
1073,1076,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['My', 'love', 'is', 'like', 'to', 'ice', 'and', 'I', 'to', 'fire']",77, Michael Drayton    Mic,0.5,0.6
1074,1077,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['how', 'comes', 'it', 'then', 'that', 'this', 'her', 'cold', 'so', 'great']",77, Michael Drayton    Mic,0.1,0.875
1075,1078,10,unstress,stress,missing,missing,stress,stress,stress,stress,unstress,stress,missing,missing,"['is', 'not', 'dissolv', 'through', 'my', 'so', 'hot', 'desire']",78, Michael Drayton    Mic,0.25,0.85
1076,1079,10,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,missing,missing,"['but', 'harder', 'grows', 'the', 'more', 'I', 'her', 'entreat']",78, Michael Drayton    Mic,0.2,0.25
1077,1080,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Or', 'how', 'comes', 'it', 'that', 'my', 'exceeding', 'heat']",78, Michael Drayton    Mic,0.0,0.0
1078,1081,10,unstress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,missing,"['is', 'not', 'delayed', 'by', 'her', 'heart', 'frozen', 'cold']",78, Michael Drayton    Mic,-0.6,1.0
1079,1082,10,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['but', 'that', 'I', 'burn', 'much', 'more', 'in', 'boiling', 'sweat']",78, Michael Drayton    Mic,0.5,0.5
1080,1083,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,missing,missing,missing,"['and', 'feel', 'my', 'flames', 'augmented', 'manifold']",78, Michael Drayton    Mic,0.0,0.0
1081,1084,10,stress,stress,unstress,stress,unstress,unstress,stress,stress,unstress,stress,missing,missing,"['What', 'more', 'miraculous', 'thing', 'may', 'be', 'told']",78, Michael Drayton    Mic,0.5,0.5
1082,1085,10,unstress,stress,stress,stress,stress,stress,stress,stress,unstress,stress,missing,missing,"['that', 'fire', 'which', 'all', 'thing', 'melts', 'should', 'harden', 'ice']",78, Michael Drayton    Mic,0.0,0.0
1083,1086,11,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['and', 'ice', 'which', 'is', 'congealed', 'with', 'senseless', 'cold']",78, Michael Drayton    Mic,-0.6,1.0
1084,1087,10,stress,stress,unstress,stress,stress,stress,unstress,unstress,unstress,stress,missing,missing,"['should', 'kindle', 'fire', 'by', 'wonderful', 'device']",78, Michael Drayton    Mic,1.0,1.0
1085,1088,10,stress,stress,unstress,missing,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Such', 'is', 'the', 'powr', 'of', 'love', 'in', 'gentle', 'mind']",78, Michael Drayton    Mic,0.233333333333,0.633333333333
1086,1089,11,unstress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['that', 'it', 'can', 'alter', 'all', 'the', 'course', 'of', 'kind']",78, Michael Drayton    Mic,0.6,0.9
1087,1090,8,unstress,stress,stress,stress,unstress,stress,stress,stress,missing,missing,missing,missing,"['Of', 'this', 'worlds', 'theatre', 'in', 'which', 'we', 'stay']",78, Michael Drayton    Mic,0.0,0.0
1088,1091,9,stress,stress,stress,stress,stress,unstress,unstress,missing,stress,missing,missing,missing,"['My', 'love', 'like', 'the', 'spectator', 'ydly', 'sits']",78, Michael Drayton    Mic,0.5,0.6
1089,1092,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Beholding', 'me', 'that', 'all', 'the', 'pageants', 'play']",79, Michael Drayton    Mic,0.0,0.0
1090,1093,9,missing,missing,missing,missing,missing,missing,stress,stress,stress,missing,missing,missing,"['Disguysing', 'diversly', 'my', 'troubled', 'wits']",79, Michael Drayton    Mic,-0.5,1.0
1091,1094,11,unstress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['Sometimes', 'I', 'joy', 'when', 'glad', 'occasion', 'fits']",79, Michael Drayton    Mic,0.65,0.6
