,sonnet_index,syllables,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,word_list,sonnet_num,author,polarity,subjectivity
13,13,10,unstress,stress,stress,missing,missing,missing,stress,stress,unstress,stress,missing,missing,"['And', 'so', 'live', 'everor', 'else', 'swoon', 'to', 'death']",1,Keat,0.136363636364,0.5
14,14,10,missing,missing,missing,missing,unstress,stress,unstress,unstress,unstress,stress,missing,missing,"['Highmindedness', 'a', 'jealousy', 'for', 'good']",2,Keat,0.7,0.6
15,15,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['A', 'loving', 'kindness', 'for', 'the', 'great', 'mans', 'fame']",2,Keat,0.7,0.85
16,16,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Dwells', 'here', 'and', 'there', 'with', 'people', 'of', 'no', 'name']",2,Keat,0.0,0.0
17,17,10,unstress,missing,missing,stress,unstress,stress,unstress,missing,missing,stress,missing,missing,"['In', 'noisome', 'alley', 'and', 'in', 'pathless', 'wood']",2,Keat,0.0,0.0
18,18,10,unstress,stress,stress,stress,unstress,stress,stress,unstress,stress,missing,missing,missing,"['And', 'where', 'we', 'think', 'the', 'truth', 'least', 'understood']",2,Keat,-0.3,0.4
19,19,10,stress,stress,unstress,stress,unstress,missing,missing,missing,unstress,stress,missing,missing,"['Oft', 'may', 'be', 'found', 'a', 'singleness', 'of', 'aim']",2,Keat,0.0,0.0
20,20,9,unstress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,"['That', 'ought', 'to', 'frighten', 'into', 'hooded', 'shame']",2,Keat,0.0,0.0
21,21,9,unstress,stress,unstress,missing,missing,stress,unstress,unstress,stress,missing,missing,missing,"['A', 'money', 'mongling', 'pitiable', 'brood']",2,Keat,0.0,0.0
22,22,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['How', 'glorious', 'this', 'affection', 'for', 'the', 'cause']",2,Keat,0.0,0.0
23,23,10,unstress,missing,missing,stress,unstress,stress,unstress,stress,unstress,unstress,missing,missing,"['Of', 'stedfast', 'genius', 'toiling', 'gallantly']",2,Keat,0.0,0.0
24,24,10,stress,stress,unstress,stress,stress,unstress,stress,unstress,missing,missing,missing,missing,"['What', 'when', 'a', 'stout', 'unbending', 'champion', 'awes']",2,Keat,0.0,0.0
25,25,10,stress,unstress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Envy', 'and', 'Malice', 'to', 'their', 'native', 'sty']",2,Keat,0.0,0.0
26,26,10,missing,missing,missing,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['Unnumberd', 'souls', 'breathe', 'out', 'a', 'still', 'applause']",2,Keat,0.0,0.0
27,27,10,stress,stress,unstress,stress,unstress,stress,unstress,missing,missing,stress,missing,missing,"['Proud', 'to', 'behold', 'him', 'in', 'his', 'countrys', 'eye']",2,Keat,0.8,1.0
28,28,11,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['As', 'from', 'the', 'darkening', 'gloom', 'a', 'silver', 'dove']",3,Keat,-0.133333333333,0.133333333333
29,29,10,missing,missing,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Upsoars', 'and', 'darts', 'into', 'the', 'eastern', 'light']",3,Keat,0.4,0.7
30,30,10,stress,missing,missing,stress,missing,stress,stress,stress,unstress,stress,missing,missing,"['On', 'pinions', 'that', 'nought', 'moves', 'but', 'pure', 'delight']",3,Keat,0.214285714286,0.5
31,31,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['So', 'fled', 'thy', 'soul', 'into', 'the', 'realms', 'above']",3,Keat,0.0,0.1
32,32,11,stress,unstress,unstress,stress,unstress,unstress,stress,unstress,missing,missing,missing,missing,"['Regions', 'of', 'peace', 'and', 'everlasting', 'love;']",3,Keat,0.5,0.6
33,33,10,stress,stress,unstress,stress,unstress,missing,unstress,missing,missing,stress,missing,missing,"['Where', 'happy', 'spirits', 'crownd', 'with', 'circlets', 'bright']",3,Keat,0.75,0.9
34,34,10,unstress,stress,unstress,stress,unstress,stress,unstress,unstress,missing,missing,missing,missing,"['Of', 'starry', 'beam', 'and', 'gloriously', 'bedight']",3,Keat,0.0,0.0
35,35,10,stress,stress,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['Taste', 'the', 'high', 'joy', 'none', 'but', 'the', 'blest', 'can', 'prove']",3,Keat,0.48,0.37
36,36,10,stress,stress,unstress,missing,missing,stress,unstress,stress,unstress,stress,missing,missing,"['There', 'thou', 'or', 'joinest', 'the', 'immortal', 'quire']",3,Keat,0.0,0.0
37,37,10,unstress,stress,unstress,unstress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['In', 'melodies', 'that', 'even', 'heaven', 'fair']",3,Keat,0.7,0.9
38,38,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Fill', 'with', 'superior', 'bliss', 'or', 'at', 'desire']",3,Keat,0.7,0.9
39,39,11,unstress,stress,unstress,stress,unstress,unstress,stress,unstress,missing,stress,stress,missing,"['Of', 'the', 'omnipotent', 'Father', 'cleavst', 'the', 'air']",3,Keat,0.0,0.0
40,40,11,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,missing,"['On', 'holy', 'message', 'sent', 'What', 'pleasures', 'higher']",3,Keat,0.25,0.5
41,41,10,missing,missing,missing,stress,stress,stress,stress,stress,unstress,stress,missing,missing,"['Wherefore', 'does', 'any', 'grief', 'our', 'joy', 'impair']",3,Keat,0.0,0.2
42,42,11,stress,unstress,unstress,stress,unstress,stress,stress,unstress,stress,unstress,missing,missing,"['Happy', 'is', 'England', 'I', 'could', 'be', 'content']",4,Keat,0.8,1.0
43,43,10,unstress,stress,stress,stress,unstress,missing,missing,stress,unstress,missing,missing,missing,"['To', 'see', 'no', 'other', 'verdure', 'than', 'its', 'own;']",4,Keat,0.33125,0.6875
44,44,9,unstress,stress,stress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,"['To', 'feel', 'no', 'other', 'breezes', 'than', 'are', 'blown']",4,Keat,0.0625,0.375
45,45,9,stress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,missing,missing,"['Through', 'its', 'tall', 'woods', 'with', 'high', 'romances', 'blent']",4,Keat,0.16,0.54
46,46,11,stress,stress,stress,unstress,stress,stress,stress,missing,missing,missing,missing,missing,"['Yet', 'do', 'I', 'sometimes', 'feel', 'a', 'languishment']",4,Keat,0.0,0.0
47,47,11,unstress,stress,unstress,stress,unstress,unstress,stress,stress,unstress,stress,missing,missing,"['For', 'skies', 'Italian', 'and', 'an', 'inward', 'groan']",4,Keat,0.0,0.0
48,48,10,unstress,stress,unstress,stress,unstress,missing,stress,stress,unstress,stress,missing,missing,"['To', 'sit', 'upon', 'an', 'Alp', 'as', 'on', 'a', 'throne']",4,Keat,0.0,0.0
49,49,10,unstress,stress,unstress,stress,stress,stress,unstress,missing,missing,stress,missing,missing,"['And', 'half', 'forget', 'what', 'world', 'or', 'worldling', 'meant']",4,Keat,-0.166666666667,0.166666666667
50,50,11,stress,unstress,unstress,stress,unstress,stress,unstress,missing,missing,missing,missing,missing,"['Happy', 'is', 'England', 'sweet', 'her', 'artless', 'daughters;']",4,Keat,0.575,0.825
51,51,11,unstress,stress,stress,stress,unstress,missing,missing,missing,missing,stress,stress,missing,"['Enough', 'their', 'simple', 'loveliness', 'for', 'me']",4,Keat,0.0,0.428571428571
52,52,11,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,missing,"['Enough', 'their', 'whitest', 'arms', 'in', 'silence', 'clinging']",4,Keat,0.0,0.5
53,53,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Yet', 'do', 'I', 'often', 'warmly', 'burn', 'to', 'see']",4,Keat,0.6,0.6
54,54,11,stress,unstress,unstress,stress,unstress,stress,unstress,stress,stress,stress,unstress,missing,"['Beauties', 'of', 'deeper', 'glance', 'and', 'hear', 'their', 'singing']",4,Keat,0.0,0.0
55,55,11,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,missing,"['And', 'float', 'with', 'them', 'about', 'the', 'summer', 'waters']",4,Keat,0.0,0.0
56,56,10,stress,stress,unstress,missing,stress,stress,stress,unstress,unstress,stress,missing,missing,"['How', 'many', 'bards', 'gild', 'the', 'lapses', 'of', 'time']",5,Keat,0.5,0.5
57,57,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['A', 'few', 'of', 'them', 'have', 'ever', 'been', 'the', 'food']",5,Keat,-0.2,0.1
58,58,10,unstress,stress,unstress,stress,unstress,missing,missing,stress,stress,missing,missing,missing,"['Of', 'my', 'delighted', 'fancyI', 'could', 'brood']",5,Keat,0.7,0.7
59,59,10,stress,unstress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Over', 'their', 'beauties', 'earthly', 'or', 'sublime']",5,Keat,0.0,0.0
60,60,10,unstress,stress,unstress,stress,stress,stress,stress,stress,unstress,stress,missing,missing,"['And', 'often', 'when', 'I', 'sit', 'me', 'down', 'to', 'rhyme']",5,Keat,-0.155555555556,0.288888888889
61,61,10,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['These', 'will', 'in', 'throngs', 'before', 'my', 'mind', 'intrude']",5,Keat,0.0,0.0
62,62,10,stress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['But', 'no', 'confusion', 'no', 'disturbance', 'rude']",5,Keat,-0.3,0.6
63,63,10,stress,stress,missing,missing,missing,stress,unstress,stress,unstress,stress,missing,missing,"['Do', 'they', 'occasion;', 'tis', 'a', 'pleasing', 'chime']",5,Keat,0.0,0.0
64,64,12,stress,stress,missing,missing,missing,stress,unstress,stress,unstress,missing,missing,missing,"['So', 'the', 'unnumberd', 'sounds', 'that', 'evening', 'store;']",5,Keat,0.0,0.0
65,65,9,unstress,stress,unstress,missing,missing,missing,unstress,stress,stress,missing,missing,missing,"['The', 'songs', 'of', 'birdsthe', 'whispring', 'of', 'the', 'leaves']",5,Keat,0.0,0.0
66,66,9,unstress,stress,unstress,missing,missing,stress,stress,stress,stress,missing,missing,missing,"['The', 'voice', 'of', 'watersthe', 'great', 'bell', 'that', 'heaves']",5,Keat,0.8,0.75
67,67,10,unstress,stress,unstress,missing,missing,stress,unstress,stress,unstress,stress,missing,missing,"['With', 'solemn', 'soundand', 'thousand', 'others', 'more']",5,Keat,0.5,0.5
68,68,10,unstress,stress,unstress,stress,unstress,stress,unstress,unstress,missing,missing,missing,missing,"['That', 'distance', 'of', 'recognizance', 'bereaves']",5,Keat,0.0,0.0
69,69,10,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,missing,missing,missing,"['Make', 'pleasing', 'music', 'and', 'not', 'wild', 'uproar']",5,Keat,-0.05,0.4
70,70,11,stress,unstress,unstress,missing,missing,missing,missing,stress,missing,missing,missing,missing,"['Glory', 'and', 'loveliness', 'have', 'passd', 'away;']",6,Keat,0.0,0.0
71,71,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['For', 'if', 'we', 'wander', 'out', 'in', 'early', 'morn']",6,Keat,0.1,0.3
72,72,9,stress,missing,unstress,stress,stress,stress,stress,missing,missing,missing,missing,missing,"['No', 'wreathed', 'incense', 'do', 'we', 'see', 'upborne']",6,Keat,0.0,0.0
73,73,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Into', 'the', 'east', 'to', 'meet', 'the', 'smiling', 'day']",6,Keat,0.0,0.0
74,74,10,stress,stress,unstress,stress,stress,missing,unstress,stress,unstress,stress,missing,missing,"['No', 'crowd', 'of', 'nymphs', 'soft', 'voicd', 'and', 'young', 'and', 'gay']",6,Keat,0.205555555556,0.444444444444
75,75,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['In', 'woven', 'baskets', 'bringing', 'ears', 'of', 'corn']",6,Keat,0.0,0.0
76,76,10,stress,unstress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Roses', 'and', 'pinks', 'and', 'violets', 'to', 'adorn']",6,Keat,0.0,0.0
77,77,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['The', 'shrine', 'of', 'Flora', 'in', 'her', 'early', 'May']",6,Keat,0.1,0.3
78,78,10,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,stress,missing,missing,"['But', 'there', 'are', 'left', 'delights', 'as', 'high', 'as', 'these']",6,Keat,0.08,0.27
79,79,10,unstress,stress,stress,stress,unstress,stress,stress,stress,unstress,unstress,missing,missing,"['And', 'I', 'shall', 'ever', 'bless', 'my', 'destiny']",6,Keat,0.0,0.0
80,80,10,unstress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['That', 'in', 'a', 'time', 'when', 'under', 'pleasant', 'trees']",6,Keat,0.733333333333,0.966666666667
81,81,9,stress,stress,stress,stress,unstress,stress,stress,stress,unstress,missing,missing,missing,"['Pan', 'is', 'no', 'longer', 'sought', 'I', 'feel', 'a', 'free']",6,Keat,0.4,0.8
82,82,11,unstress,stress,unstress,stress,unstress,unstress,stress,stress,stress,stress,missing,missing,"['A', 'leafy', 'luxury', 'seeing', 'I', 'could', 'please']",6,Keat,0.0,0.0
83,83,9,unstress,stress,stress,stress,unstress,unstress,stress,stress,missing,missing,missing,missing,"['With', 'these', 'poor', 'offerings', 'a', 'man', 'like', 'thee']",6,Keat,-0.4,0.6
84,84,8,stress,stress,unstress,stress,unstress,missing,missing,missing,missing,missing,missing,missing,"['Blue', 'Tis', 'the', 'life', 'of', 'heaventhe', 'domain']",7,Keat,0.0,0.1
85,85,9,unstress,missing,missing,stress,stress,unstress,unstress,stress,stress,missing,missing,missing,"['Of', 'Cynthiathe', 'wide', 'palace', 'of', 'the', 'sun']",7,Keat,-0.1,0.4
86,86,10,unstress,stress,unstress,missing,missing,missing,unstress,stress,unstress,stress,missing,missing,"['The', 'tent', 'of', 'Hesperus', 'and', 'all', 'his', 'train']",7,Keat,0.0,0.0
87,87,10,unstress,missing,missing,missing,unstress,stress,stress,stress,unstress,stress,missing,missing,"['The', 'bosomer', 'of', 'clouds', 'gold', 'grey', 'and', 'dun']",7,Keat,-0.05,0.1
88,88,8,stress,stress,unstress,stress,unstress,missing,missing,missing,missing,missing,missing,missing,"['Blue', 'Tis', 'the', 'life', 'of', 'watersocean']",7,Keat,0.0,0.1
89,89,10,unstress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,missing,missing,"['And', 'all', 'its', 'vassal', 'streams', 'pools', 'numberless']",7,Keat,0.0,0.0
90,90,10,stress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['May', 'rage', 'and', 'foam', 'and', 'fret', 'but', 'never', 'can']",7,Keat,0.0,0.0
91,91,10,unstress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,missing,missing,"['Subside', 'if', 'not', 'to', 'dark', 'blue', 'nativeness']",7,Keat,-0.075,0.25
92,92,10,stress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,missing,missing,"['Blue', 'gentle', 'cousin', 'of', 'the', 'forest', 'green']",7,Keat,0.0,0.4
93,93,11,stress,unstress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,missing,"['Married', 'to', 'green', 'in', 'all', 'the', 'sweetest', 'flowers']",7,Keat,0.025,0.275
94,94,7,unstress,stress,stress,stress,stress,unstress,missing,missing,missing,missing,missing,missing,"['Forget', 'me', 'blue', 'belland', 'that', 'queen']",7,Keat,0.0,0.1
95,95,11,unstress,stress,unstress,unstress,unstress,stress,unstress,stress,stress,stress,unstress,missing,"['Of', 'secrecy', 'the', 'violet', 'what', 'strange', 'powers']",7,Keat,-0.05,0.15
96,96,10,stress,stress,stress,stress,stress,stress,stress,stress,stress,missing,missing,missing,"['Hast', 'thou', 'as', 'a', 'mere', 'shadow', 'But', 'how', 'great']",7,Keat,0.15,0.625
97,97,10,stress,stress,unstress,stress,stress,stress,unstress,stress,unstress,stress,missing,missing,"['When', 'in', 'an', 'Eye', 'thou', 'art', 'alive', 'with', 'fate']",7,Keat,0.1,0.4
98,98,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Before', 'he', 'went', 'to', 'live', 'with', 'owls', 'and', 'bats']",8,Keat,0.136363636364,0.5
99,99,10,missing,missing,missing,missing,missing,stress,unstress,stress,unstress,stress,missing,missing,"['Nebuchadnezzar', 'had', 'an', 'ugly', 'dream']",8,Keat,-0.7,1.0
100,100,11,stress,stress,unstress,missing,missing,missing,stress,stress,stress,stress,stress,missing,"['Worse', 'than', 'a', 'housewifes', 'when', 'she', 'thinks', 'her', 'cream']",8,Keat,-0.4,0.6
101,101,9,stress,stress,missing,missing,missing,stress,stress,stress,stress,missing,missing,missing,"['Made', 'a', 'naumachia', 'for', 'mice', 'and', 'rats']",8,Keat,0.0,0.0
102,102,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['So', 'scared', 'he', 'sent', 'for', 'that', 'good', 'kind', 'of', 'cats']",8,Keat,0.65,0.75
103,103,10,stress,stress,unstress,stress,unstress,missing,missing,stress,unstress,stress,missing,missing,"['Young', 'Daniel', 'who', 'did', 'straightway', 'pluck', 'the', 'beam']",8,Keat,0.1,0.4
104,104,11,unstress,stress,unstress,stress,unstress,stress,missing,stress,stress,stress,stress,missing,"['From', 'out', 'his', 'eye', 'and', 'said', '', 'I', 'do', 'not', 'deem']",8,Keat,0.0,0.0
105,105,11,stress,stress,stress,stress,stress,stress,stress,unstress,stress,stress,stress,missing,"['Your', 'sceptre', 'worth', 'a', 'straw', 'your', 'cushions', 'old', 'door', 'mats']",8,Keat,0.2,0.15
106,106,11,unstress,stress,unstress,stress,stress,unstress,unstress,stress,stress,missing,missing,missing,"['A', 'horrid', 'nightmare', 'similar', 'somewhat']",8,Keat,0.0,0.4
107,107,10,unstress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Of', 'late', 'has', 'haunted', 'a', 'most', 'valiant', 'crew']",8,Keat,0.1,0.55
108,108,11,unstress,stress,unstress,unstress,missing,missing,missing,stress,stress,stress,missing,missing,"['Of', 'loggerheads', 'and', 'chapmen;', '', 'we', 'are', 'told']",8,Keat,0.0,0.0
109,109,9,unstress,stress,stress,unstress,stress,stress,unstress,stress,stress,missing,missing,missing,"['That', 'any', 'Daniel', 'though', 'he', 'be', 'a', 'sot']",8,Keat,0.0,0.0
110,110,9,unstress,stress,stress,stress,stress,stress,stress,stress,stress,missing,missing,missing,"['Can', 'make', 'their', 'lying', 'lips', 'turn', 'pale', 'of', 'hue']",8,Keat,-0.21,0.18
111,111,11,stress,stress,unstress,stress,missing,stress,unstress,stress,stress,stress,stress,missing,"['By', 'drawing', 'out', '', 'Ye', 'are', 'that', 'head', 'of', 'gold']",8,Keat,0.0,0.0
112,112,10,stress,stress,unstress,stress,unstress,missing,missing,stress,unstress,stress,missing,missing,"['Keen', 'fitful', 'gusts', 'are', 'whispring', 'here', 'and', 'there']",9,Keat,0.0,0.0
113,113,9,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,missing,missing,"['Among', 'the', 'bushes', 'half', 'leafless', 'and', 'dry;']",9,Keat,-0.116666666667,0.383333333333
114,114,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['The', 'stars', 'look', 'very', 'cold', 'about', 'the', 'sky']",9,Keat,-0.78,1.0
115,115,10,unstress,stress,stress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['And', 'I', 'have', 'many', 'miles', 'on', 'foot', 'to', 'fare']",9,Keat,0.5,0.5
116,116,10,stress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Yet', 'feel', 'I', 'little', 'of', 'the', 'cool', 'bleak', 'air']",9,Keat,-0.279166666667,0.716666666667
117,117,10,unstress,stress,unstress,stress,stress,stress,unstress,missing,missing,missing,missing,missing,"['Or', 'of', 'the', 'dead', 'leaves', 'rustling', 'drearily']",9,Keat,-0.2,0.4
118,118,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Or', 'of', 'those', 'silver', 'lamps', 'that', 'burn', 'on', 'high']",9,Keat,0.16,0.54
119,119,10,unstress,stress,unstress,stress,unstress,stress,stress,stress,unstress,stress,missing,missing,"['Or', 'of', 'the', 'distance', 'from', 'homes', 'pleasant', 'lair']",9,Keat,0.733333333333,0.966666666667
120,120,10,unstress,stress,stress,missing,missing,stress,unstress,stress,unstress,unstress,missing,missing,"['For', 'I', 'am', 'brimfull', 'of', 'the', 'friendliness']",9,Keat,0.0,0.0
121,121,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,stress,missing,missing,missing,"['That', 'in', 'a', 'little', 'cottage', 'I', 'have', 'found;']",9,Keat,-0.1875,0.5
122,122,10,unstress,stress,missing,missing,missing,stress,unstress,unstress,unstress,stress,missing,missing,"['Of', 'fair', 'haird', 'Miltons', 'eloquent', 'distress']",9,Keat,0.7,0.9
123,123,10,unstress,stress,unstress,stress,unstress,stress,unstress,missing,missing,missing,missing,missing,"['And', 'all', 'his', 'love', 'for', 'gentle', 'Lycid', 'drownd;']",9,Keat,0.35,0.7
124,124,11,unstress,stress,unstress,stress,unstress,unstress,stress,stress,stress,stress,missing,missing,"['Of', 'lovely', 'Laura', 'in', 'her', 'light', 'green', 'dress']",9,Keat,0.233333333333,0.583333333333
125,125,9,unstress,stress,unstress,missing,missing,stress,unstress,unstress,missing,missing,missing,missing,"['And', 'faithful', 'Petrarch', 'gloriously', 'crownd']",9,Keat,0.0,0.0
126,126,10,stress,unstress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Nature', 'withheld', 'Cassandra', 'in', 'the', 'skies']",10,Keat,0.0,0.0
127,127,10,unstress,stress,unstress,stress,unstress,stress,stress,stress,unstress,missing,missing,missing,"['For', 'more', 'adornment', 'a', 'full', 'thousand', 'years;']",10,Keat,0.425,0.525
128,128,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['She', 'took', 'their', 'cream', 'of', 'Beauty', 'fairest', 'dyes']",10,Keat,0.0,0.0
129,129,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['And', 'shaped', 'and', 'tinted', 'her', 'above', 'all', 'peers']",10,Keat,0.0,0.1
130,130,11,stress,stress,stress,stress,stress,unstress,unstress,stress,stress,missing,missing,missing,"['Meanwhile', 'Love', 'kept', 'her', 'dearly', 'with', 'his', 'wings']",10,Keat,0.5,0.6
131,132,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['With', 'such', 'a', 'richness', 'that', 'the', 'cloudy', 'Kings']",10,Keat,0.0,0.5
132,133,10,unstress,stress,unstress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['Of', 'high', 'Olympus', 'uttered', 'slavish', 'sighs']",10,Keat,0.16,0.54
133,134,11,stress,stress,unstress,stress,unstress,stress,stress,stress,stress,unstress,stress,missing,"['When', 'from', 'the', 'Heavens', 'I', 'saw', 'her', 'first', 'descend']",10,Keat,0.25,0.333333333333
134,135,10,stress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['My', 'heart', 'took', 'fire', 'and', 'only', 'burning', 'pains']",10,Keat,0.0,1.0
135,136,10,stress,stress,stress,stress,unstress,stress,stress,stress,stress,missing,missing,missing,"['They', 'were', 'my', 'pleasures', 'they', 'my', 'Lifes', 'sad', 'end;']",10,Keat,-0.5,1.0
136,137,11,stress,stress,unstress,stress,unstress,stress,unstress,stress,stress,stress,missing,missing,"['Love', 'poured', 'her', 'beauty', 'into', 'my', 'warm', 'veins', '']",10,Keat,0.55,0.6
137,138,10,unstress,stress,stress,missing,missing,stress,unstress,stress,stress,missing,missing,missing,"['Of', 'late', 'two', 'dainties', 'were', 'before', 'me', 'placd']",10,Keat,-0.3,0.6
138,139,9,stress,stress,unstress,stress,stress,stress,stress,unstress,unstress,missing,missing,missing,"['Sweet', 'holy', 'pure', 'sacred', 'and', 'innocent']",10,Keat,0.354761904762,0.616666666667
139,140,10,unstress,stress,stress,stress,unstress,stress,unstress,stress,unstress,stress,missing,missing,"['From', 'the', 'ninth', 'sphere', 'to', 'me', 'benignly', 'sent']",11,Keat,0.0,0.0
140,141,11,unstress,stress,stress,stress,stress,stress,unstress,stress,unstress,unstress,stress,missing,"['That', 'Gods', 'might', 'know', 'my', 'own', 'particular', 'taste']",11,Keat,0.383333333333,0.666666666667
141,142,10,stress,stress,stress,stress,stress,missing,unstress,stress,unstress,stress,missing,missing,"['First', 'the', 'soft', 'Bag', 'pipe', 'mournd', 'with', 'zealous', 'haste']",11,Keat,0.175,0.341666666667
