id,venue_id,race_number,distance,condition_id,weather_id,total_pool_one_win,total_pool_one_place,total_pool_two_win,total_pool_two_place,total_pool_three_win,total_pool_three_place
95,13,3,1600,5,1,8615.79,,10185.5,4618.5,19683.8,4618.5
96,23,7,1100,7,1,27689.05,,36974.0,16653.1,19242.5,16653.1
97,24,7,1100,3,3,56500.61,,29641.5,13081.0,52414.8,13081.0
98,26,5,1000,5,1,41272.74,,20064.5,7340.0,20029.0,7340.0
99,13,4,2200,5,1,17658.22,,11594.5,4319.0,20285.1,4319.0
100,23,8,1350,7,1,39364.16,,44174.5,17968.1,24713.4,17968.1
101,24,8,1600,3,3,21880.02,,28627.0,13735.5,54356.5,13735.5
102,26,6,1609,5,1,20957.89,,21622.5,9641.0,24884.4,9641.0
103,13,5,2200,5,1,12442.25,,19878.5,6703.5,27967.8,6703.5
104,13,6,1100,5,1,14192.08,,21064.0,7939.5,35048.6,7939.5
105,13,7,1100,5,1,10960.04,,18854.5,8475.5,30412.4,8475.5
106,13,8,1300,5,1,16358.99,,21380.0,8372.0,46761.4,8372.0
107,28,1,1400,6,2,12523.31,,11448.5,3617.0,8771.62,3617.0
108,29,1,1000,8,1,24728.94,,11647.5,4843.0,6289.59,4843.0
109,28,2,1600,6,2,14904.08,,14662.5,5212.5,8534.5,5212.5
110,30,1,1200,7,1,23407.47,,8357.5,3142.5,7516.08,3142.5
111,29,2,1280,8,1,9359.36,,11987.0,6146.0,7805.79,6146.0
112,28,3,1300,6,2,19518.49,,10611.5,2896.5,8641.11,2896.5
113,30,2,1680,7,1,32826.65,,7371.0,1871.5,7845.38,1871.5
114,29,3,1500,8,1,20757.51,,15009.5,7159.5,8719.82,7159.5
115,28,4,2100,6,2,23048.11,,20494.5,6930.0,14671.7,6930.0
116,30,3,1680,7,1,17393.97,,12823.0,5511.0,14148.4,5511.0
117,29,4,1750,8,1,22402.13,,13649.0,5375.0,7723.6,5375.0
118,32,1,1400,4,3,65189.53,,17369.0,7378.5,35868.1,7378.5
119,28,5,1200,6,2,8401.7,,13493.5,5610.0,7426.0,5610.0
120,30,4,1000,7,1,20808.45,,26786.6,9331.29,12769.1,9331.29
121,29,5,1500,8,1,23329.14,,22298.0,9093.5,21083.2,9093.5
122,32,2,1400,4,3,22435.98,,21478.8,10092.8,22548.6,10092.8
123,28,6,1400,6,2,16845.64,,22546.5,9845.0,19917.1,9845.0
124,30,5,1000,7,1,27550.46,,10744.5,3791.0,9266.94,3791.0
125,32,3,1600,4,3,34609.2,,41642.6,16684.7,35946.9,16684.7
126,29,6,1000,8,1,12881.4,,20479.5,9882.0,13314.2,9882.0
127,28,7,1200,6,2,32002.99,,24254.5,10196.5,21130.0,10196.5
128,30,6,1680,7,1,16896.82,,15211.0,6142.5,11852.6,6142.5
129,32,4,1000,4,3,28381.32,,32973.8,15112.9,30876.6,15112.9
130,29,7,1000,8,1,27702.83,,31466.5,12476.0,25928.6,12476.0
131,28,8,1200,6,2,28953.41,,30780.7,12951.5,23174.8,12951.5
132,32,5,1200,4,3,34951.54,,31415.2,11731.3,32294.9,11731.3
133,30,7,1350,7,1,10535.21,,14614.0,7130.0,15193.4,7130.0
134,29,8,1280,8,1,20600.5,,25665.0,10823.0,17227.5,10823.0
135,32,6,1600,4,3,35427.08,,38494.1,16871.8,42110.2,16871.8
136,32,7,2200,4,3,36099.99,,47006.9,21349.3,52547.3,21349.3
137,32,8,1400,4,3,32624.42,,56756.5,23039.7,57549.5,23039.7
138,36,1,1200,6,2,199398.99,,47579.5,17293.0,75459.9,17293.0
139,37,1,1200,5,1,11445.82,,11984.0,2176.0,6520.67,2176.0
140,38,2,1900,7,1,103203.87,,68536.5,31616.5,35098.1,31616.5
141,39,1,1100,5,1,875.16,,3762.5,1647.5,4140.2,1647.5
142,40,1,1000,7,1,40961.06,,15088.5,3058.5,8681.58,3058.5
143,36,2,2000,6,2,97725.68,,68589.5,32715.0,89739.3,32715.0
144,37,2,1350,5,1,8207.43,,7906.5,2627.0,4168.96,2627.0
145,41,1,1800,8,2,23765.23,,18458.5,7711.5,15766.9,7711.5
146,42,1,1300,5,1,1634.83,,5367.5,2517.5,5057.87,2517.5
147,43,1,1620,3,2,4071.98,,6414.5,2508.5,11392.6,2508.5
148,38,3,1100,7,1,89081.94,,81648.0,35491.5,32539.1,35491.5
149,39,2,1560,5,1,1049.81,,3565.5,1331.5,3142.11,1331.5
150,40,2,1300,7,1,58897.6,,33562.5,15222.0,19465.0,15222.0
151,44,1,1200,6,1,1702.52,,8628.5,2995.5,3644.6,2995.5
152,36,3,1700,6,2,82263.0,,66487.5,32773.6,109313.0,32773.6
153,37,3,1150,5,1,13302.39,,12587.5,3377.0,5543.43,3377.0
154,41,2,1050,8,2,31490.89,,21994.0,7794.5,16559.8,7794.5
155,42,2,1300,5,1,6345.75,,7892.5,3506.5,6828.71,3506.5
156,45,1,1100,1,1,250.32,,3410.5,1466.5,1643.5,1466.5
157,43,2,2000,3,2,2257.18,,3829.5,1538.5,10301.0,1538.5
158,46,1,1600,4,1,508.09,,1103.5,203.5,1278.5,203.5
159,38,4,2400,7,1,105322.26,,96905.0,26998.0,35973.8,26998.0
160,39,3,1560,5,1,8207.03,,9078.0,2787.5,8346.19,2787.5
161,40,3,1600,7,1,79859.33,,49047.5,22029.0,28287.8,22029.0
162,44,2,1400,6,1,13763.26,,5801.0,1800.5,3119.04,1800.5
163,36,4,1400,6,2,171917.67,,107317.0,51140.0,161402.0,51140.0
164,37,4,2200,5,1,6219.77,,17239.5,4217.5,4446.09,4217.5
165,41,3,2600,8,2,63110.39,,29272.5,8564.0,24345.0,8564.0
166,45,2,1200,1,1,3833.79,,3237.5,1131.5,1370.0,1131.5
167,42,3,1200,5,1,3468.35,,8850.5,4113.0,6951.7,4113.0
168,46,2,1600,4,1,248.94,,1842.0,590.5,1928.5,590.5
169,38,5,1800,7,1,42372.64,,93693.0,50648.5,37018.0,50648.5
170,43,3,1000,3,2,13129.46,,9533.5,3565.0,23949.2,3565.0
171,39,4,1200,5,1,6540.82,,8645.0,2776.0,6741.59,2776.0
172,40,4,1200,7,1,71461.58,,40320.0,18184.5,26588.4,18184.5
173,44,3,1000,6,1,17562.68,,11439.0,3711.0,9769.65,3711.0
174,36,5,1200,6,2,146970.19,,120018.0,60403.0,172631.0,60403.0
175,37,5,2200,5,1,7431.22,,17318.0,6870.5,9574.3,6870.5
176,41,4,2044,8,2,28351.73,,32500.5,11149.0,22010.9,11149.0
177,42,4,900,5,1,6743.56,,11235.5,4114.5,7214.34,4114.5
178,45,3,1200,1,1,778.47,,3799.5,1475.5,1635.5,1475.5
179,43,4,1000,3,2,1815.49,,7027.5,2642.0,18096.0,2642.0
180,38,6,1500,7,1,110353.3,,130158.0,71516.0,40558.1,71516.0
181,46,3,1300,4,1,834.28,,2033.0,657.0,2188.0,657.0
182,39,5,1200,5,1,4123.42,,4013.5,1380.5,3675.85,1380.5
183,19,1,1000,5,1,19524.04,,13598.0,2681.0,26596.6,2681.0
184,40,5,1600,7,1,131818.69,,114620.0,48753.5,69611.2,48753.5
185,44,4,1600,6,1,5110.55,,12716.0,3533.0,7530.05,3533.0
186,36,6,1400,6,2,166620.89,,130598.0,66176.1,165551.0,66176.1
187,47,1,1200,9,1,4116.6,,3284.5,836.5,5901.12,836.5
188,37,6,1150,5,1,7426.07,,25050.5,11285.0,8650.91,11285.0
189,41,5,1200,8,2,21044.21,,27533.0,11161.5,19178.5,11161.5
190,45,4,1400,1,1,4925.93,,6757.0,2745.0,3519.0,2745.0
191,42,5,1800,5,1,6822.27,,10934.5,4749.5,9076.62,4749.5
192,43,5,1350,3,2,8080.51,,12415.0,4188.0,19840.1,4188.0
193,46,4,1300,4,1,5360.45,,4489.5,1259.0,2502.0,1259.0
194,38,7,1350,7,1,110658.43,,196151.0,87895.9,69008.8,87895.9
195,39,6,1300,5,1,4046.48,,10202.0,3424.5,8030.55,3424.5
196,19,2,1400,5,1,37980.67,,23609.5,7795.0,40040.1,7795.0
197,40,6,1400,7,1,59073.25,,107852.0,50151.5,63218.4,50151.5
198,44,5,1600,6,1,15954.83,,18060.5,5409.5,15213.1,5409.5
199,36,7,1100,6,2,147028.83,,134181.0,55759.4,166669.0,55759.4
200,47,2,1100,9,1,852.81,,2412.5,492.5,8078.83,492.5
201,37,7,1200,5,1,3975.48,,16844.5,7726.5,4574.1,7726.5
202,41,6,1600,8,2,110607.18,,43363.5,16922.5,40067.0,16922.5
203,45,5,1100,1,1,4015.18,,7494.0,2606.5,4215.5,2606.5
204,42,6,1300,5,1,12451.71,,13591.5,3940.5,10276.5,3940.5
205,46,5,1200,4,1,403.78,,2495.5,802.0,1947.5,802.0
206,43,6,1620,3,2,3539.68,,10699.5,4047.0,24389.5,4047.0
207,38,8,1200,7,1,111325.95,,213788.0,91313.3,76790.2,91313.3
208,39,7,1800,5,1,5568.37,,10548.0,3434.5,7135.67,3434.5
209,19,3,1300,5,1,29672.18,,31171.5,9641.5,41768.3,9641.5
210,40,7,2400,7,1,159917.85,,129052.0,51000.5,73559.9,51000.5
211,44,6,1300,6,1,4474.21,,18199.5,6374.0,10885.7,6374.0
212,36,8,2000,6,2,127235.35,,132740.0,61157.0,183052.0,61157.0
213,47,3,1435,9,1,1151.5,,3053.5,733.0,11263.6,733.0
214,37,8,1350,5,1,9701.17,,34992.5,12382.5,11983.0,12382.5
215,41,7,1050,8,2,49916.37,,44871.0,18324.0,31915.6,18324.0
216,45,6,1600,1,1,1727.72,,9605.5,2584.8,4200.5,2584.8
217,42,7,1200,5,1,3954.1,,19108.5,6675.0,14272.0,6675.0
218,46,6,1100,4,1,810.03,,2366.5,519.0,2661.0,519.0
219,43,7,1200,3,2,11786.88,,12100.0,5304.0,24288.2,5304.0
220,38,9,1500,7,1,100126.74,,198572.0,91165.5,71192.2,91165.5
221,19,4,1600,5,1,30542.65,,18147.5,7607.5,47811.6,7607.5
222,40,8,1300,7,1,41271.85,,91950.5,37200.0,42793.1,37200.0
223,44,7,1000,6,1,2432.96,,13452.0,4225.5,6021.63,4225.5
224,36,9,1200,6,2,134937.08,,170544.0,74902.5,216966.0,74902.5
225,47,4,1200,9,1,803.07,,2858.0,672.5,9574.89,672.5
226,39,8,1800,5,1,4241.08,,12059.0,4597.5,7395.44,4597.5
227,41,8,1200,8,2,72451.79,,82030.0,29291.5,62523.4,29291.5
228,46,7,1100,4,1,564.61,,8146.0,2607.0,7233.0,2607.0
229,19,5,2000,5,1,38107.78,,51263.0,17731.0,79068.1,17731.0
230,47,5,1300,9,1,14882.48,,19258.0,5429.5,27779.8,5429.5
231,46,8,1600,4,1,6188.73,,18537.5,4848.0,16669.5,4848.0
232,19,6,1200,5,1,44303.25,,35693.0,13014.0,60419.3,13014.0
233,47,6,1600,9,1,6787.46,,12984.0,3710.5,22296.0,3710.5
234,46,9,1600,4,1,7884.18,,17143.0,4412.5,13796.1,4412.5
235,19,7,1300,5,1,27908.09,,33019.0,13295.0,71036.0,13295.0
236,47,7,1600,9,1,2586.95,,11509.0,3676.0,24892.2,3676.0
237,19,8,2100,5,1,36088.82,,42942.5,18618.0,85634.4,18618.0
238,48,1,1120,3,1,4793.67,,6597.0,2279.5,6955.17,2279.5
239,49,1,1050,7,1,21015.01,,7221.0,1704.5,6941.73,1704.5
240,50,1,1100,3,1,11715.8,,5928.5,2171.0,5749.15,2171.0
241,51,1,1200,8,1,18436.04,,13194.5,5844.0,26201.0,5844.0
242,52,1,1208,8,1,6450.88,,9921.5,4154.0,6103.99,4154.0
243,48,2,1420,3,1,9767.36,,5038.0,1465.5,5775.47,1465.5
244,53,1,3480,8,3,27356.58,,6821.5,1220.5,11245.3,1220.5
245,49,2,1050,7,1,5389.91,,6772.0,2168.5,7208.27,2168.5
246,54,1,1500,8,1,5745.05,,10630.0,5691.5,6800.45,5691.5
247,50,2,1300,3,1,4914.3,,5446.0,1989.0,5558.96,1989.0
248,51,2,1200,8,1,19066.41,,12077.0,5056.5,30979.2,5056.5
249,52,2,908,8,1,3170.13,,13423.0,4765.0,6759.98,4765.0
250,48,3,1120,3,1,3896.47,,2911.5,1275.5,5125.17,1275.5
251,53,2,3480,8,3,23417.2,,8847.5,2855.5,16742.3,2855.5
252,49,3,1650,7,1,12861.33,,13275.5,4048.5,10430.0,4048.5
253,54,2,2000,8,1,8594.0,,16346.0,7414.5,7951.56,7414.5
254,50,3,1550,3,1,2157.28,,6076.0,2409.0,6670.24,2409.0
255,51,3,2200,8,1,21027.74,,13205.5,5170.5,23718.0,5170.5
256,52,3,1408,8,1,5046.96,,12155.5,5451.0,5710.89,5451.0
257,48,4,1620,3,1,9028.72,,5782.0,1929.5,7327.39,1929.5
258,49,4,1200,7,1,9110.42,,9825.0,3874.5,7135.97,3874.5
259,55,1,1300,5,2,2681.43,,2984.5,1221.5,8146.83,1221.5
260,53,3,1100,8,3,28117.28,,11130.5,1947.5,20053.6,1947.5
261,54,3,1200,8,1,14448.21,,15414.5,7764.0,8149.59,7764.0
262,50,4,1550,3,1,8105.7,,8220.5,3602.5,8441.95,3602.5
263,51,4,1400,8,1,21557.41,,20237.5,9474.0,40405.1,9474.0
264,52,4,1008,8,1,776.64,,11645.0,6345.0,7110.25,6345.0
265,48,5,1420,3,1,11109.36,,4225.5,1469.5,5982.59,1469.5
266,49,5,1000,7,1,4618.99,,8225.0,3985.5,8825.63,3985.5
267,53,4,3800,8,3,7584.31,,5989.0,2417.5,18027.3,2417.5
268,55,2,1300,5,2,5643.44,,8705.0,2454.5,20205.4,2454.5
269,54,4,1200,8,1,7894.57,,15717.5,6105.0,7794.31,6105.0
270,50,5,1550,3,1,3802.15,,6571.5,2787.0,8535.62,2787.0
271,57,1,1200,4,1,1760.48,,2263.0,484.0,2243.0,484.0
272,51,5,1200,8,1,19591.55,,16600.5,8419.5,38797.2,8419.5
273,52,5,1008,8,1,183.23,,6090.0,2678.0,1972.82,2678.0
274,48,6,1220,3,1,20988.33,,6205.5,1795.5,8059.13,1795.5
275,53,5,1800,8,3,8785.18,,12162.5,5931.5,27147.0,5931.5
276,49,6,1100,7,1,12522.17,,10505.0,4322.0,7795.1,4322.0
277,55,3,1100,5,2,13485.85,,7725.5,1952.5,15663.8,1952.5
278,54,5,1200,8,1,18150.27,,21976.0,9384.0,11681.5,9384.0
279,51,6,1000,8,1,7366.14,,15782.0,8488.0,30486.7,8488.0
280,50,6,1300,3,1,6811.97,,6879.5,791.0,6780.21,791.0
281,57,2,1200,4,1,3041.26,,1384.0,168.5,1421.5,168.5
282,52,6,1608,8,1,242.38,,6111.5,2805.5,2436.94,2805.5
283,53,6,1200,8,3,30671.82,,18794.5,5939.0,30586.8,5939.0
284,48,7,1120,3,1,11126.31,,6370.0,2094.5,9628.03,2094.5
285,49,7,1310,7,1,9080.29,,15903.0,5630.0,16207.4,5630.0
286,55,4,1100,5,2,2603.01,,3813.0,856.5,14119.5,856.5
287,51,7,1717,8,1,17753.22,,26432.5,13138.5,50088.1,13138.5
288,54,6,1400,8,1,3652.38,,26410.5,10842.0,13549.4,10842.0
289,50,7,2000,3,1,13224.47,,9801.0,1566.5,9218.37,1566.5
290,53,7,1400,8,3,3477.08,,13835.0,5133.0,22083.3,5133.0
291,57,3,1100,4,1,2346.36,,2123.5,845.0,2350.0,845.0
292,52,7,1208,8,1,384.6,,10469.5,5174.44,4058.63,5174.44
293,48,8,1620,3,1,8867.95,,13726.5,3649.0,14285.6,3649.0
294,49,8,1200,7,1,9868.75,,13587.5,5390.0,11656.0,5390.0
295,51,8,1400,8,1,5821.73,,20896.0,9740.5,43375.1,9740.5
296,55,5,1760,5,2,14911.19,,8930.5,3696.0,24083.2,3696.0
297,54,7,1600,8,1,17796.22,,27052.0,11557.0,11311.0,11557.0
298,50,8,1100,3,1,11680.94,,13790.0,4608.0,13256.7,4608.0
299,57,4,1400,4,1,17761.63,,6518.0,1377.0,5165.0,1377.0
300,55,6,1200,5,2,16861.96,,23058.5,7383.0,37670.4,7383.0
301,57,5,1400,4,1,7946.92,,3719.0,831.0,5027.0,831.0
302,55,7,1200,5,2,13027.04,,18014.5,5927.0,34764.6,5927.0
303,55,8,1400,5,2,16816.11,,18006.5,7833.0,42598.7,7833.0
304,60,1,1257,5,1,15809.03,,8910.5,3567.5,5939.62,3567.5
305,61,1,2000,5,1,15705.96,,11621.5,3040.5,5678.83,3040.5
306,22,1,2000,5,2,15834.78,,4880.5,1169.0,10606.1,1169.0
307,60,2,1257,5,1,1182.03,,9691.0,4837.5,4920.73,4837.5
308,61,2,1200,5,1,30040.76,,7898.0,13.5,4940.08,13.5
309,22,2,1200,5,2,22464.71,,11752.0,5919.5,26375.9,5919.5
310,60,3,1007,5,1,6293.68,,12340.5,5470.0,7080.66,5470.0
311,61,3,1000,5,1,36118.56,,14758.5,5780.5,8430.71,5780.5
312,22,3,1100,5,2,23906.51,,12606.0,6399.5,23213.9,6399.5
313,60,4,1614,5,1,27112.15,,18691.0,8240.0,13299.9,8240.0
314,22,4,1300,5,2,33885.56,,12886.0,6051.0,29158.3,6051.0
315,61,4,1400,5,1,25016.73,,9706.5,2017.5,6304.16,2017.5
316,60,5,1257,5,1,32914.86,,19787.0,8814.0,13020.3,8814.0
317,22,5,2000,5,2,18817.69,,13651.0,7020.5,24847.9,7020.5
318,61,5,1400,5,1,34854.49,,22369.0,11680.0,15367.8,11680.0
319,60,6,1257,5,1,12419.79,,19945.0,8943.0,12680.9,8943.0
320,22,6,1400,5,2,15428.12,,14297.0,6458.5,27520.6,6458.5
321,61,6,1400,5,1,24744.71,,42119.5,21047.0,23053.7,21047.0
322,22,7,1400,5,2,35027.27,,18246.0,8147.0,32736.7,8147.0
323,60,7,1412,5,1,8504.01,,16186.0,7782.5,11851.2,7782.5
324,61,7,1200,5,1,38189.99,,22762.5,7921.0,13438.8,7921.0
325,22,8,1200,5,2,53701.24,,20335.0,7684.0,30637.3,7684.0
326,60,8,1007,5,1,29978.04,,30373.0,12006.0,15494.6,12006.0
327,61,8,1600,5,1,31607.17,,40151.0,17071.0,21641.9,17071.0
328,22,9,1100,5,2,26709.89,,19703.0,7954.0,33698.4,7954.0
329,9,1,1200,4,3,60125.28,,11835.0,5313.0,19654.0,5313.0
330,63,1,900,3,1,27741.09,,14067.5,6196.5,8811.62,6196.5
331,9,2,1200,4,3,18769.48,,9018.5,5931.5,16391.0,5931.5
332,64,1,1000,2,2,5993.55,,7237.0,3659.0,7093.22,3659.0
333,63,2,1150,3,1,19944.11,,14544.5,5841.5,7369.06,5841.5
334,9,3,1900,4,3,40408.16,,11064.0,5913.0,18729.9,5913.0
335,64,2,1000,2,2,5608.3,,7336.0,4387.0,6056.66,4387.0
336,63,3,1350,3,1,16538.89,,12414.0,5042.0,10147.5,5042.0
337,9,4,1000,4,3,42228.79,,12878.5,6152.5,20498.6,6152.5
338,64,3,1300,2,2,6446.77,,8572.0,4857.0,8721.38,4857.0
339,63,4,1350,3,1,16395.41,,22672.5,10006.0,11293.3,10006.0
340,9,5,1000,4,3,16638.59,,8848.0,1910.5,17016.9,1910.5
341,64,4,1600,2,2,16073.1,,13677.5,6855.5,13479.1,6855.5
342,9,6,1300,4,3,38175.14,,19101.5,9634.5,29111.6,9634.5
343,63,5,1150,3,1,14027.95,,25008.5,10494.5,14312.9,10494.5
344,64,5,1300,2,2,12265.27,,18008.0,8172.0,16865.1,8172.0
345,9,7,1300,4,3,25970.64,,20703.5,10867.0,32235.1,10867.0
346,63,6,1570,3,1,15681.87,,25195.5,13164.0,14904.2,13164.0
347,64,6,1300,2,2,17544.92,,19286.5,9661.5,19630.6,9661.5
348,9,8,1300,4,3,19513.64,,17261.5,9524.5,29044.0,9524.5
349,63,7,1350,3,1,56945.05,,55109.0,20750.0,24715.7,20750.0
350,9,9,1900,4,3,55906.19,,22802.0,8211.0,34541.4,8211.0
351,64,7,1600,2,2,13084.33,,19452.0,7887.5,16531.1,7887.5
352,63,8,900,3,1,32103.63,,46498.0,18726.5,23371.1,18726.5
353,9,10,1200,4,3,54252.07,,23750.0,9407.2,49329.5,9407.2
354,64,8,1000,2,2,45084.21,,32682.5,11146.5,25852.6,11146.5
355,66,1,1200,8,1,74349.51,,12568.5,4018.0,8853.34,4018.0
356,66,2,1200,8,1,62717.62,,13615.0,3788.5,13390.6,3788.5
