"Model Year","Vehicle Manufacturer Name","Veh Mfr Code","Represented Test Veh Make","Represented Test Veh Model","Test Vehicle ID","Test Veh Configuration #","Test Veh Displacement (L)","Actual Tested Testgroup","Vehicle Type","Rated Horsepower","# of Cylinders and Rotors","Engine Code","Tested Transmission Type Code","Tested Transmission Type","# of Gears","Transmission Lockup?","Drive System Code","Drive System Description","Transmission Overdrive Code","Transmission Overdrive Desc","Equivalent Test Weight (lbs.)","Axle Ratio","N/V Ratio","Shift Indicator Light Use Cd","Shift Indicator Light Use Desc","Test Number","Test Originator","Analytically Derived FE?","ADFE Test Number","ADFE Total Road Load HP","ADFE Equiv. Test Weight (lbs.)","ADFE N/V Ratio","Test Procedure Cd","Test Procedure Description","Test Fuel Type Cd","Test Fuel Type Description","Test Category","THC (g/mi)","CO (g/mi)","CO2 (g/mi)","NOx (g/mi)","PM (g/mi)","CH4 (g/mi)","N2O (g/mi)","RND_ADJ_FE","FE_UNIT","FE Bag 1","FE Bag 2","FE Bag 3","FE Bag 4","DT-Inertia Work Ratio Rating","DT-Absolute Speed Change Ratg","DT-Energy Economy Rating","Target Coef A (lbf)","Target Coef B (lbf/mph)","Target Coef C (lbf/mph**2)","Set Coef A (lbf)","Set Coef B (lbf/mph)","Set Coef C (lbf/mph**2)","Aftertreatment Device Cd","Aftertreatment Device Desc","Police - Emergency Vehicle?","Averaging Group ID","Averaging Weighting Factor","Averaging Method Cd","Averging Method Desc"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 250 BLUETEC 4MATIC","W212DE22TC-Z4010-1",1,2.143,"EMBXJ02.2U2A","Both",190,4,"OM651-22","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4750,2.47,26,"1","Not eqipped","EMBX10029624","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.01642,0.0632,288.85,0.0167,0.0005,0.01304,0.01,35.2,"MPG",30.8,35.1,40.4,,,,,43.197,0.57589,0.014004,28.551,-0.23231,0.021503,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 250 BLUETEC 4MATIC","W212DE22TC-Z4010-1",1,2.143,"EMBXJ02.2U2A","Both",190,4,"OM651-22","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4750,2.47,26,"1","Not eqipped","EMBX10029624","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.01642,0.0632,288.85,0.0167,0.0005,0.01304,0.01,35.2,"MPG",30.8,35.1,40.4,,,,,43.197,0.57589,0.014004,28.551,-0.23231,0.021503,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 250 BLUETEC 4MATIC","W212DE22TC-Z4010-1",1,2.143,"EMBXJ02.2U2A","Both",190,4,"OM651-22","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4750,2.47,26,"1","Not eqipped","EMBX10029624","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","19","Federal Cert Diesel 7-15 PPM Sulfur","FTP",0.01642,0.0632,288.85,0.0167,0.0005,0.01304,0.01,35.2,"MPG",30.8,35.1,40.4,,,,,43.197,0.57589,0.014004,28.551,-0.23231,0.021503,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 250 BLUETEC 4MATIC","W212DE22TC-Z4010-1",1,2.143,"EMBXJ02.2U2A","Both",190,4,"OM651-22","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4750,2.47,26,"1","Not eqipped","EMBX10029625","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.00064,0.0063,186.3,0.0187,0.0014,0.00097,0.01,54.7,"MPG",,,,,,,,43.197,0.57589,0.014004,28.551,-0.23231,0.021503,"DPF","Diesel Particulate Filter","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 250 BLUETEC 4MATIC","W212DE22TC-Z4010-1",1,2.143,"EMBXJ02.2U2A","Both",190,4,"OM651-22","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4750,2.47,26,"1","Not eqipped","EMBX10029625","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.00064,0.0063,186.3,0.0187,0.0014,0.00097,0.01,54.7,"MPG",,,,,,,,43.197,0.57589,0.014004,28.551,-0.23231,0.021503,"SCR","Selective Catalytic Reduction","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 250 BLUETEC 4MATIC","W212DE22TC-Z4010-1",1,2.143,"EMBXJ02.2U2A","Both",190,4,"OM651-22","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4750,2.47,26,"1","Not eqipped","EMBX10029625","MFR","No","",,,,"3","HWFE","19","Federal Cert Diesel 7-15 PPM Sulfur","HWY",0.00064,0.0063,186.3,0.0187,0.0014,0.00097,0.01,54.7,"MPG",,,,,,,,43.197,0.57589,0.014004,28.551,-0.23231,0.021503,"OC","Oxidation catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350","W212E35DEH-Z4024",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.1,"1","Not eqipped","EMBX10029943","MFR","No","",,,,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","HWY",0.00169,0.0825,206.79,0.0018,,0.00156,,30.1,"MPG",,,,,,,,33.047,0.66932,0.01147,15.692,0.10195,0.016501,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350","W212E35DEH-Z4024",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.1,"1","Not eqipped","EMBX10029944","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","FTP",0.01523,0.0651,325.32,0.0131,,0.00671,,19.2,"MPG",18.7,18.2,21.1,,,,,33.047,0.66932,0.01147,15.692,0.10195,0.016501,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350","W212E35DEH-Z4024",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.1,"1","Not eqipped","EMBX91002204","EPA","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0267978,0.225119,220.0127825,0.0070268,,0.0071295,,40.5,"MPG",,,,,,,,33.047,0.66932,0.01147,15.692,0.10195,0.016501,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350","W212E35DEH-Z4024",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.1,"1","Not eqipped","EMBX91002225","EPA","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.0307564,0.4395701,353.4833221,0.0075369,,0.0057793,,25.2,"MPG",25.19926,23.8880283,28.0301559,,,,,33.047,0.66932,0.01147,15.692,0.10195,0.016501,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350","W212E35DEH-Z4027",1,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.1,"1","Not eqipped","EMBX10030045","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.01159,0.41923,340.52,0.00579,,,,26.2,"MPG",16.1,32,,,,,,33.047,0.66932,0.01147,10.456,0.0123,0.017013,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350","W212E35DEH-Z4027",1,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.1,"1","Not eqipped","EMBX10030046","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00499,0.1098,346.17,0.0031,,0.00097,,25.9,"MPG",26,24.4,29,,,,,33.047,0.66932,0.01147,10.456,0.0123,0.017013,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350","W212E35DEH-Z4027",1,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.1,"1","Not eqipped","EMBX10030047","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0,0.0039,217.97,0.0055,,0.00016,,41.1,"MPG",,,,,,,,33.047,0.66932,0.01147,10.456,0.0123,0.017013,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (convertible)","A207E35DEH-Z4025-1",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.4,"1","Not eqipped","EMBX10026472","MFR","No","",,,,"11","Cold CO","27","Cold CO Premium (Tier 2)","FTP",0.12376,0.80483,432.09,,,,,20.4,"MPG",17.1,20.2,24.8,,,,,39.785,0.69397,0.012564,24.144,0.0513,0.017834,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (convertible)","A207E35DEH-Z4025-1",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.4,"1","Not eqipped","EMBX10026489","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.07709,3.19021,348.97,0.01625,,,,25.2,"MPG",15.9,30.2,,,,,,35.807,0.62457,0.011307,19.558,-0.0525,0.017433,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (convertible)","A207E35DEH-Z4025-1",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.4,"1","Not eqipped","EMBX10026490","MFR","No","",,,,"95","SC03","61","Tier 2 Cert Gasoline","SC03",0.02285,0.56037,485.57,0.00982,,,,18.3,"MPG",,,,,,,,35.807,0.62457,0.011307,19.558,-0.0525,0.017433,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (convertible)","A207E35DEH-Z4025-1",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.4,"1","Not eqipped","EMBX10026491","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.03589,2.2302,223.7,0.0045,,0.01255,,39.2,"MPG",,,,,,,,35.807,0.62457,0.011307,19.558,-0.0525,0.017433,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (convertible)","A207E35DEH-Z4025-1",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.4,"1","Not eqipped","EMBX10026492","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.02124,1.0664,358.82,0.0023,,0.00563,,24.7,"MPG",25.2,23.3,27.5,,,,,35.807,0.62457,0.011307,19.558,-0.0525,0.017433,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (convertible)","A207E35DEH-Z4025-1",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.4,"1","Not eqipped","EMBX10026622","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","FTP",0.01255,0.1204,353.61,0.0256,,0.00628,,17.9,"MPG",18.2,16.8,20.3,,,,,35.807,0.62457,0.011307,19.558,-0.0525,0.017433,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (convertible)","A207E35DEH-Z4025-1",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.82,28.4,"1","Not eqipped","EMBX10026623","MFR","No","",,,,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","HWY",0.00145,0.0838,219.39,0.0034,,0.00097,,28.9,"MPG",,,,,,,,35.807,0.62457,0.011307,19.558,-0.0525,0.017433,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4025",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026447","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00724,0.2155,221.57,0.0034,,0.00354,,40.1,"MPG",,,,,,,,33.761,0.60882,0.010428,16.398,-0.1104,0.016932,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4025",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026448","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00869,0.2276,357.82,0.0053,,0.00193,,24.9,"MPG",25.6,23.3,27.9,,,,,33.761,0.60882,0.010428,16.398,-0.1104,0.016932,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4025",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026449","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","FTP",0.01191,0.0837,336.37,0.0306,,0.00612,,18.9,"MPG",19.2,17.7,21.1,,,,,33.761,0.60882,0.010428,16.398,-0.1104,0.016932,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4025",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026450","MFR","No","",,,,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","HWY",0.0008,0.0476,205.71,0.0045,,0.00064,,30.8,"MPG",,,,,,,,33.761,0.60882,0.010428,16.398,-0.1104,0.016932,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4025",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026469","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.03959,1.61514,343.1,0.01416,,,,25.8,"MPG",16.4,30.8,,,,,,33.761,0.60882,0.010428,16.398,-0.1104,0.016932,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4025",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026470","MFR","No","",,,,"95","SC03","61","Tier 2 Cert Gasoline","SC03",0.00805,0.34826,440.7,0.01255,,,,20.2,"MPG",,,,,,,,33.761,0.60882,0.010428,16.398,-0.1104,0.016932,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4025",0,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026471","MFR","No","",,,,"11","Cold CO","27","Cold CO Premium (Tier 2)","FTP",0.08465,0.69926,416.03,,,,,21.2,"MPG",18.2,20.7,26,,,,,37.513,0.67647,0.011587,19.729,0.0448,0.01653,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4026",0,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026453","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.01207,0.5106,342.31,0.0016,,0.00257,,25.9,"MPG",26.1,24.7,28.4,,,,,33.761,0.60882,0.010428,19.257,-0.0217,0.015913,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4026",0,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026454","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00032,0.0217,215.43,0.0013,,0.00016,,41.3,"MPG",,,,,,,,33.761,0.60882,0.010428,19.257,-0.0217,0.015913,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 (coupe)","C207E35DEH-Z4026",0,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.82,28.4,"1","Not eqipped","EMBX10026455","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.00805,0.41231,332.27,0.00467,,,,26.7,"MPG",16.9,32,,,,,,33.761,0.60882,0.010428,19.257,-0.0217,0.015913,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC","W212E35DEH-Z4024-1",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.87,28.1,"1","Not eqipped","EMBX10029945","MFR","No","",,,,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","HWY",0.00359,0.0847,215.18,0.002,,0.00192,,29,"MPG",,,,,,,,39.29,0.59942,0.01381,21.337,0.0661,0.018347,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC","W212E35DEH-Z4024-1",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.87,28.1,"1","Not eqipped","EMBX10029946","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","FTP",0.01591,0.0646,322.78,0.0163,,0.00816,,19.3,"MPG",18.7,18.4,21,,,,,39.29,0.59942,0.01381,21.337,0.0661,0.018347,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC","W212E35DEH-Z4024-1",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.87,28.1,"1","Not eqipped","EMBX10030012","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.01436,0.2129,341.94,0.0233,,0.00358,,25.9,"MPG",25.3,25,28.6,,,,,39.29,0.59942,0.01381,21.337,0.0661,0.018347,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC","W212E35DEH-Z4024-1",1,3.498,"EMBXV03.5U2A","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.87,28.1,"1","Not eqipped","EMBX10030013","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.01237,0.2334,228.8,0.0023,,0.00458,,38.7,"MPG",,,,,,,,39.29,0.59942,0.01381,21.337,0.0661,0.018347,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC","W212E35DEH-Z4027-1",1,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.87,28.1,"1","Not eqipped","EMBX10031254","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00644,0.201,361.99,0.0031,,0.00193,,24.7,"MPG",24.6,23.4,27.6,,,,,39.29,0.59942,0.01381,20.536,-0.0438,0.019529,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC","W212E35DEH-Z4027-1",1,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.87,28.1,"1","Not eqipped","EMBX10031255","MFR","No","",,,,"90","US06","61","Tier 2 Cert Gasoline","US06",0.01577,0.95209,368.59,0.00579,,,,24.2,"MPG",15.4,28.9,,,,,,39.29,0.59942,0.01381,20.536,-0.0438,0.019529,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC","W212E35DEH-Z4027-1",1,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4500,2.87,28.1,"1","Not eqipped","EMBX10031256","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.00016,0.0335,236.2,0.004,,0.00048,,37.9,"MPG",,,,,,,,39.29,0.59942,0.01381,20.536,-0.0438,0.019529,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC (coupe)","C207E35DEH-Z4025-2",0,3.498,"EMBXV03.5U2C","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.87,28.9,"1","Not eqipped","EMBX10026518","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00933,0.3698,357.52,0.0051,,0.00225,,24.9,"MPG",25.1,23.6,27.5,,,,,38.112,0.64208,0.010789,19.61,0.0284,0.015721,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC (coupe)","C207E35DEH-Z4025-2",0,3.498,"EMBXV03.5U2C","Car",302,6,"M276-35DEH","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.87,28.9,"1","Not eqipped","EMBX10026519","MFR","No","",,,,"3","HWFE","61","Tier 2 Cert Gasoline","HWY",0.0074,0.253,227.74,0.0039,,0.00402,,39.1,"MPG",,,,,,,,38.112,0.64208,0.010789,19.61,0.0284,0.015721,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC (coupe)","C207E35DEH-Z4025-4",1,3.498,"EMBXV03.5U2B","Car",302,6,"M276-35F","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.87,28.9,"1","Not eqipped","EMBX10026451","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","FTP",0.01625,0.1645,343.1,0.0137,,0.00563,,18.5,"MPG",18.7,17.5,20.5,,,,,38.112,0.64208,0.010789,21.703,0.0496,0.015389,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC (coupe)","C207E35DEH-Z4025-4",1,3.498,"EMBXV03.5U2B","Car",302,6,"M276-35F","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.87,28.9,"1","Not eqipped","EMBX10026452","MFR","No","",,,,"3","HWFE","38","E85 (85% Ethanol 15% EPA Unleaded Gasoline)","HWY",0.00129,0.0834,216.1,0.0032,,0.0008,,29.3,"MPG",,,,,,,,38.112,0.64208,0.010789,21.703,0.0496,0.015389,"TWC","Three-way catalyst","N","",,"N","No averaging"
2014,"Mercedes-Benz","MBX","Mercedes-Benz","E 350 4MATIC (coupe)","C207E35DEH-Z4026-1",0,3.498,"EMBXJ03.5S2A","Both",302,6,"M276-35P","A","Automatic",7,"Y","R","2-Wheel Drive, Rear","2","Top gear ration < 1",4250,2.87,28.9,"1","Not eqipped","EMBX10026456","MFR","No","",,,,"21","Federal fuel 2-day exhaust (w/can load)","61","Tier 2 Cert Gasoline","FTP",0.00644,0.2045,353.85,0.0014,,0.00145,,25.2,"MPG",25.8,23.9,27.4,,,,,38.112,0.64208,0.010789,23.223,0.0282,0.015913,"TWC","Three-way catalyst","N","",,"N","No averaging"
